InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
909423,SKU_1809,Desk Lamp,-41,2023-02-03 14:00:00.000000 UTC,-50.59,,Australia,1.09422338137173,paypall,,Apparel,Online,Not Returned,UPS,,High
540597,SKU_1026,Wall Clock,-41,2023-12-30 06:00:00.000000 UTC,94.23,,Spain,0.1,paypall,,Stationery,In-store,Not Returned,FedEx,,High
671302,SKU_1075,Headphones,-41,2020-10-25 09:00:00.000000 UTC,-45.63,,Australia,1.9787475155331298,Credit Card,,Electronics,Online,Not Returned,UPS,,High
610259,SKU_1945,Blue Pen,-41,2020-05-04 20:00:00.000000 UTC,-38.46,,Germany,0.47,Credit Card,,Electronics,Online,Not Returned,UPS,,High
909540,SKU_1584,Office Chair,-41,2025-08-19 10:00:00.000000 UTC,70.66,,Australia,0.28,Bank Transfer,,Furniture,Online,Not Returned,DHL,,High
629279,SKU_1211,Notebook,-41,2025-06-18 15:00:00.000000 UTC,78.64,,Norway,0.03,Credit Card,,Accessories,In-store,Not Returned,DHL,,High
868071,SKU_1124,USB Cable,-41,2025-03-08 06:00:00.000000 UTC,-19.56,,Sweden,0.14,Credit Card,,Furniture,In-store,Not Returned,UPS,,Low
234547,SKU_1982,Headphones,-41,2023-12-28 08:00:00.000000 UTC,-18.5,,Netherlands,0.33,Credit Card,,Electronics,Online,Not Returned,UPS,,Low
435206,SKU_1503,USB Cable,-41,2022-01-16 08:00:00.000000 UTC,-72.78,,United States,1.7653863030814594,paypall,,Electronics,In-store,Not Returned,FedEx,,Low
586834,SKU_1275,Headphones,-41,2021-08-22 08:00:00.000000 UTC,-12.97,,Sweden,0.14,Bank Transfer,,Apparel,Online,Not Returned,UPS,,Low
273873,SKU_1241,Wireless Mouse,-41,2022-08-27 01:00:00.000000 UTC,-80.9,,Norway,1.8251343394064368,Credit Card,,Furniture,Online,Returned,DHL,,Low
102598,SKU_1811,Headphones,-41,2023-04-02 10:00:00.000000 UTC,33.4,,Spain,0.07,Credit Card,,Stationery,Online,Not Returned,FedEx,,Low
142082,SKU_1829,Wireless Mouse,-41,2022-01-23 15:00:00.000000 UTC,-67.11,,Netherlands,1.1257478779017143,Bank Transfer,,Accessories,In-store,Not Returned,Royal Mail,,Low
396751,SKU_1027,Wall Clock,-41,2021-10-14 23:00:00.000000 UTC,-63.14,,Belgium,1.5299321990302093,paypall,,Stationery,In-store,Not Returned,DHL,,Low
447236,SKU_1656,Wall Clock,-41,2021-01-07 12:00:00.000000 UTC,-20.19,,Belgium,1.5459311397370834,Credit Card,,Accessories,In-store,Returned,DHL,,Low
369160,SKU_1061,Backpack,-41,2020-07-05 05:00:00.000000 UTC,59.47,,Italy,0.26,Bank Transfer,,Apparel,Online,Not Returned,FedEx,,Low
130845,SKU_1521,Notebook,-41,2023-09-29 02:00:00.000000 UTC,44.11,,Italy,0.28,paypall,,Apparel,Online,Not Returned,UPS,,Medium
356960,SKU_1973,Wireless Mouse,-41,2022-06-11 17:00:00.000000 UTC,-74.42,,United States,1.0868184156447991,Bank Transfer,,Electronics,In-store,Not Returned,DHL,,Medium
224046,SKU_1625,Wireless Mouse,-41,2020-01-21 04:00:00.000000 UTC,-97.18,,Netherlands,0.18,paypall,,Accessories,In-store,Not Returned,DHL,,Medium
312511,SKU_1281,Office Chair,-41,2025-04-23 12:00:00.000000 UTC,-48.46,,Portugal,1.1657110603261478,Bank Transfer,,Furniture,In-store,Not Returned,DHL,,Medium
619069,SKU_1357,Wall Clock,-41,2024-10-01 08:00:00.000000 UTC,99.91,,Sweden,0.36,Bank Transfer,,Stationery,In-store,Not Returned,FedEx,,Medium
641716,SKU_1501,White Mug,-41,2023-11-12 20:00:00.000000 UTC,-11.01,,Italy,0.45,Credit Card,,Accessories,Online,Not Returned,DHL,,Medium
923749,SKU_1002,Desk Lamp,-41,2021-11-23 12:00:00.000000 UTC,-63.72,,Italy,1.735645853370934,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,Medium
472496,SKU_1224,Blue Pen,-41,2025-03-26 12:00:00.000000 UTC,84.83,,Netherlands,0.17,Bank Transfer,,Apparel,Online,Not Returned,DHL,,Medium
512639,SKU_1816,Headphones,-41,2022-04-10 19:00:00.000000 UTC,-9.19,,France,0.11,Bank Transfer,,Apparel,In-store,Not Returned,UPS,,Medium
986238,SKU_1788,USB Cable,-41,2022-09-09 20:00:00.000000 UTC,30.25,,Germany,0.4,paypall,,Electronics,Online,Not Returned,DHL,,Medium
258691,SKU_1352,Headphones,-41,2023-10-29 04:00:00.000000 UTC,7.74,,Italy,0.46,Bank Transfer,,Furniture,Online,Not Returned,UPS,,Medium
294824,SKU_1265,T-shirt,-41,2020-12-19 07:00:00.000000 UTC,-88.34,,France,1.5583191774511131,Credit Card,,Stationery,Online,Not Returned,Royal Mail,,Medium
391736,SKU_1859,Office Chair,-41,2021-03-10 08:00:00.000000 UTC,-59.6,,Norway,1.6733446785263948,paypall,,Electronics,Online,Not Returned,Royal Mail,,Medium
617649,SKU_1264,Headphones,-40,2021-11-28 01:00:00.000000 UTC,-83.11,,Spain,0.43,Bank Transfer,,Furniture,In-store,Not Returned,UPS,,High
535644,SKU_1415,Wireless Mouse,-40,2024-02-15 14:00:00.000000 UTC,-17.68,,Norway,1.2825155102165482,paypall,,Accessories,In-store,Not Returned,DHL,,High
873221,SKU_1400,Office Chair,-40,2020-07-11 05:00:00.000000 UTC,53.72,,Spain,0.1,paypall,,Furniture,Online,Not Returned,Royal Mail,,High
875842,SKU_1327,White Mug,-40,2022-06-24 04:00:00.000000 UTC,-69.84,,Belgium,1.521234307954495,Credit Card,,Furniture,Online,Not Returned,FedEx,,High
417531,SKU_1525,Wireless Mouse,-40,2023-08-24 04:00:00.000000 UTC,20.77,,France,0.43,paypall,,Electronics,In-store,Not Returned,Royal Mail,,High
110165,SKU_1185,Notebook,-40,2023-05-13 22:00:00.000000 UTC,35.11,,Spain,0.5,Bank Transfer,,Furniture,In-store,Not Returned,FedEx,,High
592281,SKU_1779,Backpack,-40,2021-09-21 23:00:00.000000 UTC,-37.01,,Portugal,1.8371652985118967,Credit Card,,Stationery,Online,Returned,FedEx,,High
697539,SKU_1961,T-shirt,-40,2022-10-23 21:00:00.000000 UTC,26.59,,Germany,0.23,Credit Card,,Stationery,Online,Not Returned,DHL,,High
210580,SKU_1476,White Mug,-40,2024-10-26 07:00:00.000000 UTC,94.66,,Australia,0.11,Bank Transfer,,Electronics,In-store,Not Returned,FedEx,,High
295246,SKU_1969,Blue Pen,-40,2020-04-21 08:00:00.000000 UTC,-17.41,,Spain,1.1022724265303041,Bank Transfer,,Accessories,Online,Not Returned,FedEx,,High
647108,SKU_1649,Wall Clock,-40,2022-05-21 07:00:00.000000 UTC,46.15,,United Kingdom,0.4,paypall,,Accessories,In-store,Not Returned,DHL,,High
621410,SKU_1131,Blue Pen,-40,2022-05-08 12:00:00.000000 UTC,-58.27,,United States,1.3242346872689579,paypall,,Furniture,In-store,Not Returned,UPS,,Low
618723,SKU_1757,Blue Pen,-40,2025-05-24 22:00:00.000000 UTC,-71.44,,Netherlands,0.08,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,Low
727844,SKU_1564,Blue Pen,-40,2024-06-05 13:00:00.000000 UTC,-73.71,,United States,0.17,paypall,,Stationery,Online,Not Returned,UPS,,Low
750489,SKU_1097,Wireless Mouse,-40,2023-10-28 04:00:00.000000 UTC,77.25,,Norway,0.42,Bank Transfer,,Stationery,Online,Not Returned,UPS,,Low
316382,SKU_1661,Wireless Mouse,-40,2024-02-21 06:00:00.000000 UTC,-1.36,,Italy,0.02,paypall,,Accessories,In-store,Not Returned,Royal Mail,,Low
227247,SKU_1288,Notebook,-40,2024-06-12 07:00:00.000000 UTC,12.99,,Spain,0.18,paypall,,Accessories,In-store,Not Returned,DHL,,Low
382028,SKU_1344,White Mug,-40,2024-04-21 02:00:00.000000 UTC,39.47,,Norway,0.46,Credit Card,,Accessories,Online,Not Returned,Royal Mail,,Low
178077,SKU_1621,White Mug,-40,2020-07-29 06:00:00.000000 UTC,20.48,,Italy,0.23,Bank Transfer,,Accessories,In-store,Not Returned,UPS,,Low
740753,SKU_1303,Blue Pen,-40,2025-02-03 09:00:00.000000 UTC,-36.93,,Spain,0.37,paypall,,Electronics,In-store,Not Returned,Royal Mail,,Low
323543,SKU_1971,Notebook,-40,2024-10-07 18:00:00.000000 UTC,99.93,,Portugal,0.45,paypall,,Accessories,In-store,Not Returned,DHL,,Low
618545,SKU_1881,Notebook,-40,2020-02-23 04:00:00.000000 UTC,10.72,,Spain,0.13,Credit Card,,Accessories,Online,Not Returned,Royal Mail,,Low
244707,SKU_1647,Office Chair,-40,2022-11-26 09:00:00.000000 UTC,88.24,,United States,0.43,Bank Transfer,,Apparel,In-store,Not Returned,UPS,,Low
183557,SKU_1805,White Mug,-40,2022-09-29 20:00:00.000000 UTC,-85.85,,Belgium,1.7244657580556093,Bank Transfer,,Apparel,In-store,Not Returned,DHL,,Medium
567595,SKU_1356,Wall Clock,-40,2023-02-05 22:00:00.000000 UTC,52.13,,Portugal,0.42,paypall,,Apparel,In-store,Not Returned,UPS,,Medium
574381,SKU_1298,Office Chair,-40,2023-03-05 11:00:00.000000 UTC,-1.41,,France,1.7386140764153564,paypall,,Accessories,Online,Not Returned,UPS,,Medium
643606,SKU_1993,Notebook,-40,2025-03-13 20:00:00.000000 UTC,-6.69,,United States,1.7588225448492447,paypall,,Accessories,In-store,Not Returned,UPS,,Medium
418796,SKU_1257,Notebook,-40,2020-11-10 02:00:00.000000 UTC,20.54,,Portugal,0.43,Credit Card,,Apparel,Online,Not Returned,Royal Mail,,Medium
441115,SKU_1946,Office Chair,-40,2021-10-17 22:00:00.000000 UTC,-61.81,,Netherlands,1.9072113439095713,paypall,,Electronics,Online,Not Returned,DHL,,Medium
685933,SKU_1743,Office Chair,-40,2023-10-22 16:00:00.000000 UTC,39.27,,Portugal,0.22,paypall,,Accessories,In-store,Not Returned,Royal Mail,,Medium
441434,SKU_1333,Notebook,-40,2024-10-29 00:00:00.000000 UTC,21.12,,United Kingdom,0.06,Bank Transfer,,Electronics,Online,Returned,UPS,,Medium
712817,SKU_1072,White Mug,-40,2022-05-16 23:00:00.000000 UTC,-80.69,,France,0.49,Bank Transfer,,Furniture,Online,Not Returned,UPS,,Medium
186884,SKU_1806,Backpack,-40,2023-12-12 05:00:00.000000 UTC,39.96,,United Kingdom,0.23,Bank Transfer,,Stationery,Online,Returned,FedEx,,Medium
106493,SKU_1736,Desk Lamp,-40,2025-09-03 11:00:00.000000 UTC,-51.34,,Netherlands,0.23,Bank Transfer,,Accessories,In-store,Not Returned,FedEx,,Medium
911700,SKU_1392,Desk Lamp,-40,2025-06-10 19:00:00.000000 UTC,-16.65,,Belgium,1.95940214135763,Credit Card,,Electronics,In-store,Returned,UPS,,Medium
460306,SKU_1709,Desk Lamp,-40,2020-11-17 04:00:00.000000 UTC,22.65,,France,0.15,Bank Transfer,,Accessories,In-store,Not Returned,FedEx,,Medium
722347,SKU_1424,Backpack,-40,2025-07-12 09:00:00.000000 UTC,35.64,,Germany,0.28,paypall,,Stationery,In-store,Not Returned,DHL,,Medium
929590,SKU_1061,Wall Clock,-40,2021-01-12 16:00:00.000000 UTC,-46.67,,Sweden,1.1763871118567424,paypall,,Accessories,In-store,Not Returned,DHL,,Medium
423392,SKU_1732,Notebook,-40,2022-04-26 17:00:00.000000 UTC,15.7,,Australia,0.45,Credit Card,,Electronics,Online,Not Returned,FedEx,,Medium
549187,SKU_1471,Blue Pen,-39,2024-11-18 02:00:00.000000 UTC,31.66,,Sweden,0.04,Credit Card,,Electronics,In-store,Not Returned,UPS,,High
132646,SKU_1444,USB Cable,-39,2022-04-08 07:00:00.000000 UTC,-88.63,,United Kingdom,1.1671908748406292,Credit Card,,Furniture,Online,Not Returned,Royal Mail,,High
739425,SKU_1813,Desk Lamp,-39,2023-11-14 23:00:00.000000 UTC,-68.09,,Australia,1.9383092435349427,Credit Card,,Stationery,In-store,Not Returned,FedEx,,High
773641,SKU_1893,Headphones,-39,2023-01-01 06:00:00.000000 UTC,-56.87,,Belgium,1.5658417760625221,Credit Card,,Stationery,Online,Not Returned,DHL,,High
119684,SKU_1283,Desk Lamp,-39,2025-02-16 11:00:00.000000 UTC,-78.02,,Belgium,0.23,Credit Card,,Electronics,Online,Not Returned,Royal Mail,,High
421184,SKU_1345,Wall Clock,-39,2020-01-15 05:00:00.000000 UTC,84.86,,Sweden,0.28,Bank Transfer,,Electronics,In-store,Not Returned,Royal Mail,,High
405415,SKU_1225,Office Chair,-39,2021-10-10 14:00:00.000000 UTC,86.2,,Germany,0.39,paypall,,Apparel,Online,Not Returned,FedEx,,High
321646,SKU_1622,USB Cable,-39,2022-07-10 04:00:00.000000 UTC,46.09,,Norway,0.25,paypall,,Electronics,Online,Not Returned,UPS,,High
428779,SKU_1587,Office Chair,-39,2022-03-06 23:00:00.000000 UTC,-37.51,,Netherlands,1.8401467243418215,Bank Transfer,,Stationery,Online,Not Returned,Royal Mail,,High
844809,SKU_1351,Desk Lamp,-39,2021-12-31 14:00:00.000000 UTC,-43.54,,Belgium,0.18,paypall,,Furniture,In-store,Not Returned,DHL,,High
589706,SKU_1812,Notebook,-39,2022-09-23 17:00:00.000000 UTC,69.13,,Germany,0.32,paypall,,Accessories,Online,Not Returned,FedEx,,High
450877,SKU_1268,T-shirt,-39,2020-04-25 07:00:00.000000 UTC,63.86,,Portugal,0.3,Bank Transfer,,Accessories,Online,Not Returned,Royal Mail,,High
991903,SKU_1264,Notebook,-39,2023-05-02 17:00:00.000000 UTC,-52.88,,Portugal,0.25,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,High
820678,SKU_1191,Desk Lamp,-39,2023-12-29 19:00:00.000000 UTC,-85.51,,France,1.1115118554061869,Bank Transfer,,Furniture,Online,Not Returned,Royal Mail,,High
250056,SKU_1970,White Mug,-39,2020-12-15 17:00:00.000000 UTC,80.78,,Belgium,0.09,Credit Card,,Apparel,Online,Not Returned,DHL,,High
696033,SKU_1499,Notebook,-39,2022-02-17 23:00:00.000000 UTC,42.19,,Italy,0.48,paypall,,Stationery,In-store,Not Returned,DHL,,High
187599,SKU_1016,USB Cable,-39,2024-02-16 11:00:00.000000 UTC,-29.91,,Spain,0.34,paypall,,Stationery,In-store,Not Returned,FedEx,,High
398942,SKU_1001,Notebook,-39,2025-02-23 16:00:00.000000 UTC,-50.28,,Italy,0.47,paypall,,Stationery,Online,Not Returned,Royal Mail,,High
641010,SKU_1962,White Mug,-39,2023-11-22 03:00:00.000000 UTC,-79.34,,Sweden,1.5981077758647602,Bank Transfer,,Furniture,Online,Not Returned,Royal Mail,,High
921036,SKU_1486,White Mug,-39,2024-02-17 05:00:00.000000 UTC,-43.71,,Australia,0.01,paypall,,Accessories,In-store,Not Returned,FedEx,,High
444877,SKU_1574,Office Chair,-39,2020-11-12 08:00:00.000000 UTC,-41.48,,Italy,1.1431764537409268,paypall,,Apparel,In-store,Not Returned,UPS,,High
395519,SKU_1272,White Mug,-39,2023-12-26 07:00:00.000000 UTC,-76.39,,Germany,1.2482664415579756,Credit Card,,Apparel,In-store,Not Returned,DHL,,High
223351,SKU_1194,Backpack,-39,2021-06-19 08:00:00.000000 UTC,56.19,,Germany,0.39,Bank Transfer,,Apparel,Online,Not Returned,UPS,,High
373497,SKU_1529,Wall Clock,-39,2021-02-06 13:00:00.000000 UTC,65.4,,Sweden,0.21,Credit Card,,Apparel,In-store,Not Returned,FedEx,,High
868693,SKU_1853,Backpack,-39,2023-02-15 11:00:00.000000 UTC,29.42,,Germany,0.12,paypall,,Electronics,In-store,Not Returned,DHL,,High
445881,SKU_1804,Blue Pen,-39,2023-12-01 00:00:00.000000 UTC,8.99,,Italy,0.08,Credit Card,,Stationery,Online,Not Returned,FedEx,,Low
645965,SKU_1457,Backpack,-39,2022-07-13 18:00:00.000000 UTC,73.1,,Australia,0.14,paypall,,Apparel,In-store,Not Returned,DHL,,Low
968894,SKU_1408,Headphones,-39,2023-12-06 21:00:00.000000 UTC,-48.75,,Norway,1.272553554096217,Bank Transfer,,Electronics,Online,Not Returned,Royal Mail,,Low
703100,SKU_1233,Wireless Mouse,-39,2025-06-06 00:00:00.000000 UTC,-86.72,,Portugal,0.28,Credit Card,,Electronics,Online,Not Returned,FedEx,,Low
989921,SKU_1108,USB Cable,-39,2025-04-05 09:00:00.000000 UTC,69.69,,Belgium,0.37,Credit Card,,Furniture,Online,Not Returned,Royal Mail,,Low
794779,SKU_1768,Blue Pen,-39,2021-05-11 07:00:00.000000 UTC,37.17,,France,0.29,paypall,,Electronics,Online,Not Returned,DHL,,Low
913297,SKU_1618,Blue Pen,-39,2023-04-12 11:00:00.000000 UTC,-59.35,,Sweden,1.7201044740311717,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,Low
717769,SKU_1199,Wireless Mouse,-39,2023-06-11 21:00:00.000000 UTC,39.0,,Portugal,0.15,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,Low
704398,SKU_1068,Blue Pen,-39,2025-08-24 22:00:00.000000 UTC,-10.11,,Norway,0.31,paypall,,Accessories,Online,Not Returned,DHL,,Low
596644,SKU_1620,Headphones,-39,2024-06-07 09:00:00.000000 UTC,-95.42,,Germany,1.1951449495110986,paypall,,Furniture,In-store,Not Returned,DHL,,Low
995846,SKU_1724,White Mug,-39,2022-08-03 03:00:00.000000 UTC,-68.57,,Italy,1.3363345834530278,Bank Transfer,,Accessories,Online,Not Returned,UPS,,Low
454844,SKU_1636,Headphones,-39,2023-07-23 13:00:00.000000 UTC,22.69,,Netherlands,0.2,Bank Transfer,,Furniture,In-store,Not Returned,UPS,,Low
825959,SKU_1321,Wireless Mouse,-39,2022-09-24 09:00:00.000000 UTC,96.47,,France,0.15,paypall,,Furniture,Online,Not Returned,UPS,,Low
778845,SKU_1724,T-shirt,-39,2022-06-26 19:00:00.000000 UTC,27.63,,Australia,0.08,Credit Card,,Stationery,In-store,Not Returned,DHL,,Low
117945,SKU_1509,Office Chair,-39,2023-12-11 11:00:00.000000 UTC,31.86,,Belgium,0.32,Bank Transfer,,Stationery,Online,Returned,Royal Mail,,Low
278725,SKU_1873,White Mug,-39,2021-10-26 10:00:00.000000 UTC,-53.86,,France,1.0664946386866061,Bank Transfer,,Stationery,In-store,Not Returned,Royal Mail,,Low
374353,SKU_1019,Notebook,-39,2023-09-14 12:00:00.000000 UTC,-3.49,,Spain,0.4,Bank Transfer,,Accessories,In-store,Returned,UPS,,Low
775516,SKU_1959,Desk Lamp,-39,2022-08-10 05:00:00.000000 UTC,-75.72,,United Kingdom,1.278591306385735,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,Low
363625,SKU_1121,Desk Lamp,-39,2020-08-02 10:00:00.000000 UTC,30.14,,Germany,0.06,Bank Transfer,,Apparel,Online,Not Returned,DHL,,Medium
390628,SKU_1818,T-shirt,-39,2024-11-13 19:00:00.000000 UTC,-10.21,,France,1.6220228264546004,paypall,,Accessories,Online,Not Returned,UPS,,Medium
824659,SKU_1625,Notebook,-39,2025-02-03 11:00:00.000000 UTC,68.05,,France,0.36,paypall,,Stationery,Online,Not Returned,FedEx,,Medium
641001,SKU_1522,Blue Pen,-39,2022-08-15 21:00:00.000000 UTC,75.41,,Portugal,0.48,paypall,,Apparel,In-store,Not Returned,DHL,,Medium
824162,SKU_1400,Blue Pen,-39,2023-12-18 09:00:00.000000 UTC,-3.13,,Sweden,0.41,paypall,,Accessories,Online,Not Returned,UPS,,Medium
787810,SKU_1231,Wireless Mouse,-39,2021-04-14 14:00:00.000000 UTC,42.22,,Portugal,0.12,Credit Card,,Accessories,Online,Not Returned,UPS,,Medium
464593,SKU_1895,Headphones,-39,2021-12-01 12:00:00.000000 UTC,71.94,,Norway,0.24,Bank Transfer,,Accessories,In-store,Not Returned,FedEx,,Medium
504046,SKU_1157,Office Chair,-39,2025-08-26 16:00:00.000000 UTC,65.77,,Australia,0.24,Bank Transfer,,Stationery,Online,Not Returned,FedEx,,Medium
449511,SKU_1227,Blue Pen,-39,2024-05-23 19:00:00.000000 UTC,21.91,,Netherlands,0.25,Bank Transfer,,Stationery,In-store,Not Returned,UPS,,Medium
167114,SKU_1029,Wall Clock,-39,2022-12-02 14:00:00.000000 UTC,-3.47,,Spain,0.3,Bank Transfer,,Accessories,In-store,Not Returned,UPS,,Medium
577038,SKU_1747,Wireless Mouse,-39,2023-06-30 02:00:00.000000 UTC,-75.51,,Portugal,0.21,paypall,,Accessories,In-store,Not Returned,Royal Mail,,Medium
265154,SKU_1394,Backpack,-39,2022-08-11 22:00:00.000000 UTC,88.19,,Netherlands,0.43,paypall,,Stationery,Online,Not Returned,DHL,,Medium
316622,SKU_1478,Wall Clock,-39,2023-12-09 02:00:00.000000 UTC,-73.11,,France,0.23,paypall,,Furniture,In-store,Not Returned,DHL,,Medium
366978,SKU_1593,Headphones,-39,2024-01-22 08:00:00.000000 UTC,-27.12,,Italy,0.07,Credit Card,,Apparel,In-store,Not Returned,FedEx,,Medium
813447,SKU_1259,White Mug,-39,2025-02-08 14:00:00.000000 UTC,-72.34,,Sweden,1.3263086316365365,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,Medium
878403,SKU_1891,Headphones,-38,2024-12-06 02:00:00.000000 UTC,-15.79,,Sweden,1.7965563809788998,Credit Card,,Accessories,In-store,Returned,FedEx,,High
865245,SKU_1286,Backpack,-38,2023-11-17 00:00:00.000000 UTC,20.44,,Spain,0.09,paypall,,Electronics,In-store,Not Returned,UPS,,High
129420,SKU_1439,Wireless Mouse,-38,2025-06-20 03:00:00.000000 UTC,57.51,,Portugal,0.03,paypall,,Apparel,In-store,Not Returned,Royal Mail,,High
134512,SKU_1382,Headphones,-38,2021-11-12 14:00:00.000000 UTC,-1.9,,Portugal,1.1874993881236242,Credit Card,,Apparel,In-store,Not Returned,FedEx,,High
629893,SKU_1908,USB Cable,-38,2023-09-16 05:00:00.000000 UTC,92.18,,Australia,0.11,paypall,,Stationery,In-store,Not Returned,DHL,,High
605365,SKU_1108,Office Chair,-38,2023-03-20 17:00:00.000000 UTC,12.77,,Sweden,0.08,Bank Transfer,,Furniture,In-store,Not Returned,DHL,,High
924837,SKU_1552,Desk Lamp,-38,2020-07-17 23:00:00.000000 UTC,-1.36,,Portugal,1.7671595171723089,Credit Card,,Electronics,In-store,Not Returned,Royal Mail,,High
788211,SKU_1043,Blue Pen,-38,2025-03-23 20:00:00.000000 UTC,26.04,,United Kingdom,0.12,Bank Transfer,,Electronics,In-store,Not Returned,Royal Mail,,High
363672,SKU_1569,Office Chair,-38,2022-04-12 01:00:00.000000 UTC,-76.25,,Spain,0.01,paypall,,Stationery,Online,Not Returned,UPS,,High
207041,SKU_1551,USB Cable,-38,2024-06-06 05:00:00.000000 UTC,-35.6,,Sweden,1.6676157826342766,paypall,,Apparel,Online,Not Returned,FedEx,,High
315139,SKU_1388,Notebook,-38,2025-08-20 14:00:00.000000 UTC,39.17,,United States,0.22,Credit Card,,Electronics,In-store,Not Returned,Royal Mail,,High
259950,SKU_1761,Wireless Mouse,-38,2021-08-27 13:00:00.000000 UTC,-80.9,,Norway,1.4365217584171179,Credit Card,,Stationery,In-store,Not Returned,FedEx,,High
617103,SKU_1394,Notebook,-38,2023-12-22 11:00:00.000000 UTC,89.4,,Spain,0.28,Bank Transfer,,Electronics,In-store,Returned,DHL,,High
545096,SKU_1128,Backpack,-38,2020-12-14 06:00:00.000000 UTC,85.18,,Portugal,0.49,Bank Transfer,,Accessories,In-store,Not Returned,UPS,,High
924428,SKU_1592,Blue Pen,-38,2022-03-06 12:00:00.000000 UTC,21.56,,United Kingdom,0.43,paypall,,Furniture,In-store,Not Returned,FedEx,,High
220424,SKU_1945,Notebook,-38,2022-06-02 23:00:00.000000 UTC,58.8,,Sweden,0.24,Credit Card,,Electronics,In-store,Not Returned,DHL,,Low
798376,SKU_1242,Blue Pen,-38,2020-01-14 20:00:00.000000 UTC,-76.95,,Sweden,0.35,paypall,,Apparel,In-store,Not Returned,UPS,,Low
195373,SKU_1209,Notebook,-38,2024-10-24 05:00:00.000000 UTC,9.58,,United States,0.1,Credit Card,,Furniture,In-store,Not Returned,UPS,,Low
512854,SKU_1001,Wall Clock,-38,2024-03-15 21:00:00.000000 UTC,-39.98,,Italy,0.39,paypall,,Stationery,Online,Not Returned,Royal Mail,,Low
791757,SKU_1269,Backpack,-38,2020-03-09 08:00:00.000000 UTC,-25.25,,Norway,1.4055975816045392,Bank Transfer,,Stationery,In-store,Not Returned,UPS,,Low
568089,SKU_1631,Blue Pen,-38,2023-06-22 23:00:00.000000 UTC,-43.67,,Sweden,1.6248289723763709,Bank Transfer,,Furniture,In-store,Not Returned,FedEx,,Low
726233,SKU_1415,Blue Pen,-38,2025-08-24 19:00:00.000000 UTC,91.17,,Australia,0.26,paypall,,Accessories,Online,Not Returned,UPS,,Low
273074,SKU_1041,Backpack,-38,2022-04-16 08:00:00.000000 UTC,-62.2,,Netherlands,0.26,paypall,,Furniture,In-store,Not Returned,FedEx,,Low
757082,SKU_1561,USB Cable,-38,2025-01-13 14:00:00.000000 UTC,85.68,,Netherlands,0.12,Credit Card,,Accessories,In-store,Not Returned,FedEx,,Low
455060,SKU_1300,Office Chair,-38,2023-06-20 04:00:00.000000 UTC,98.98,,Australia,0.46,Bank Transfer,,Furniture,Online,Not Returned,FedEx,,Low
773527,SKU_1057,Backpack,-38,2024-05-10 05:00:00.000000 UTC,-5.9,,Spain,1.9997639480756852,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,Low
981934,SKU_1845,White Mug,-38,2024-01-27 08:00:00.000000 UTC,-36.87,,Netherlands,1.8918076904373144,Credit Card,,Apparel,In-store,Returned,Royal Mail,,Low
963374,SKU_1500,T-shirt,-38,2022-11-01 11:00:00.000000 UTC,-97.22,,United Kingdom,1.9240770236490361,Credit Card,,Apparel,In-store,Not Returned,UPS,,Low
737420,SKU_1059,Desk Lamp,-38,2020-05-04 06:00:00.000000 UTC,-17.0,,Norway,1.16928589758498,Credit Card,,Accessories,Online,Not Returned,UPS,,Low
812675,SKU_1415,Wall Clock,-38,2024-01-21 08:00:00.000000 UTC,-8.22,,Belgium,1.4358967712530148,paypall,,Apparel,In-store,Not Returned,DHL,,Low
433151,SKU_1144,Blue Pen,-38,2025-04-24 17:00:00.000000 UTC,-90.92,,Germany,0.05,paypall,,Accessories,Online,Not Returned,DHL,,Low
195220,SKU_1953,Wireless Mouse,-38,2022-01-23 20:00:00.000000 UTC,39.21,,Belgium,0.13,paypall,,Electronics,In-store,Not Returned,UPS,,Low
807689,SKU_1931,USB Cable,-38,2020-02-11 14:00:00.000000 UTC,-24.14,,United States,1.5009899123536776,Credit Card,,Furniture,In-store,Not Returned,FedEx,,Low
364852,SKU_1034,Backpack,-38,2020-07-28 18:00:00.000000 UTC,-53.26,,Netherlands,0.05,Bank Transfer,,Furniture,Online,Not Returned,Royal Mail,,Low
471687,SKU_1595,Notebook,-38,2021-03-19 16:00:00.000000 UTC,-70.72,,United Kingdom,1.9596978441606243,paypall,,Accessories,In-store,Not Returned,UPS,,Low
192099,SKU_1716,Blue Pen,-38,2025-02-12 12:00:00.000000 UTC,22.54,,Sweden,0.08,Bank Transfer,,Apparel,In-store,Not Returned,UPS,,Low
961396,SKU_1811,Headphones,-38,2020-06-18 01:00:00.000000 UTC,-79.32,,Germany,1.2621371281838347,Bank Transfer,,Apparel,Online,Not Returned,FedEx,,Low
