CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
18799.0,1763,1,25.86,2,1,2,Others
41779.0,1765,1,271.11,2,1,2,Others
52481.0,1766,1,236.92,2,1,2,Others
34687.0,1782,1,266.37,2,1,2,Others
98270.0,1790,1,220.7,2,1,2,Others
46529.0,1800,1,78.82,2,1,2,Others
23366.0,1830,1,167.48,2,1,2,Others
55739.0,1842,1,16.76,2,1,2,Others
26721.0,1896,1,134.19,2,1,2,Others
76525.0,1901,1,50.84,2,1,2,Others
67812.0,1953,1,325.51,2,1,2,Others
78197.0,1957,1,58.2,2,1,2,Others
31108.0,1962,1,248.1,2,1,2,Others
24339.0,1976,1,287.51,2,1,2,Others
65920.0,1983,1,238.46,2,1,2,Others
91423.0,1990,1,216.16,2,1,2,Others
99080.0,1999,1,30.79,2,1,2,Others
89147.0,2002,1,226.37,2,1,2,Others
70034.0,2008,1,72.13,2,1,2,Others
74516.0,2014,1,249.15,2,1,2,Others
60498.0,2042,1,259.93,2,1,2,Others
69513.0,2060,1,54.58,2,1,2,Others
57019.0,2065,1,40.32,2,1,2,Others
69420.0,1479,1,534.66,2,1,3,At Risk
89612.0,1482,1,380.16,2,1,3,At Risk
84918.0,1494,1,657.23,2,1,3,At Risk
19956.0,1495,1,690.14,2,1,3,At Risk
28231.0,1540,1,448.66,2,1,3,At Risk
59185.0,1581,1,569.78,2,1,3,At Risk
91562.0,1607,1,648.62,2,1,3,At Risk
96055.0,1614,1,800.45,2,1,3,At Risk
96694.0,1647,1,354.15,2,1,3,At Risk
74974.0,1648,1,564.01,2,1,3,At Risk
76748.0,1659,1,586.67,2,1,3,At Risk
37802.0,1685,1,861.26,2,1,3,At Risk
14587.0,1691,1,407.86,2,1,3,At Risk
64631.0,1724,1,695.17,2,1,3,At Risk
41924.0,1726,1,628.27,2,1,3,At Risk
32199.0,1746,1,366.68,2,1,3,At Risk
59956.0,1789,1,530.65,2,1,3,At Risk
31026.0,1789,1,517.5,2,1,3,At Risk
51983.0,1792,1,492.67,2,1,3,At Risk
80545.0,1798,1,501.14,2,1,3,At Risk
11769.0,1808,1,474.06,2,1,3,At Risk
64808.0,1851,1,608.17,2,1,3,At Risk
10475.0,1898,1,657.53,2,1,3,At Risk
61225.0,1909,1,419.7,2,1,3,At Risk
19388.0,1916,1,730.28,2,1,3,At Risk
88198.0,1919,1,576.84,2,1,3,At Risk
15225.0,1920,1,551.93,2,1,3,At Risk
31183.0,1923,1,541.66,2,1,3,At Risk
68111.0,1926,1,563.74,2,1,3,At Risk
55650.0,1928,1,358.99,2,1,3,At Risk
34733.0,1937,1,739.05,2,1,3,At Risk
31810.0,1951,1,849.11,2,1,3,At Risk
16517.0,1962,1,548.85,2,1,3,At Risk
27794.0,1967,1,547.75,2,1,3,At Risk
66475.0,1989,1,475.57,2,1,3,At Risk
17830.0,2000,1,398.91,2,1,3,At Risk
12160.0,2002,1,712.48,2,1,3,At Risk
20642.0,2031,1,564.98,2,1,3,At Risk
34063.0,2045,1,759.96,2,1,3,At Risk
67935.0,2046,1,507.23,2,1,3,At Risk
44289.0,2064,1,363.51,2,1,3,At Risk
40568.0,2073,1,519.36,2,1,3,At Risk
12466.0,1472,1,980.41,2,1,4,At Risk
92571.0,1500,1,1159.8,2,1,4,At Risk
96184.0,1520,1,1083.13,2,1,4,At Risk
32173.0,1543,1,1475.39,2,1,4,At Risk
52834.0,1547,1,1060.06,2,1,4,At Risk
17022.0,1550,1,1002.17,2,1,4,At Risk
40214.0,1571,1,985.93,2,1,4,At Risk
55775.0,1636,1,1086.48,2,1,4,At Risk
62473.0,1657,1,1619.98,2,1,4,At Risk
72892.0,1670,1,978.92,2,1,4,At Risk
67814.0,1674,1,1427.59,2,1,4,At Risk
60581.0,1681,1,1157.9,2,1,4,At Risk
45322.0,1694,1,1016.76,2,1,4,At Risk
49104.0,1701,1,1648.38,2,1,4,At Risk
50468.0,1702,1,1527.95,2,1,4,At Risk
70614.0,1717,1,958.32,2,1,4,At Risk
67277.0,1729,1,1040.95,2,1,4,At Risk
58761.0,1737,1,1244.75,2,1,4,At Risk
44389.0,1746,1,986.23,2,1,4,At Risk
63658.0,1750,1,1562.92,2,1,4,At Risk
42616.0,1763,1,1740.02,2,1,4,At Risk
89492.0,1775,1,1108.22,2,1,4,At Risk
89716.0,1805,1,1188.97,2,1,4,At Risk
47741.0,1839,1,1182.98,2,1,4,At Risk
87497.0,1895,1,962.05,2,1,4,At Risk
39934.0,1899,1,1305.89,2,1,4,At Risk
98860.0,1908,1,1435.66,2,1,4,At Risk
50418.0,1916,1,1513.36,2,1,4,At Risk
37307.0,1917,1,1579.46,2,1,4,At Risk
31998.0,1929,1,1023.93,2,1,4,At Risk
39486.0,1929,1,923.28,2,1,4,At Risk
55823.0,1961,1,1126.78,2,1,4,At Risk
57628.0,1961,1,1610.56,2,1,4,At Risk
10699.0,2022,1,1435.37,2,1,4,At Risk
35710.0,2038,1,1154.4,2,1,4,At Risk
39553.0,2047,1,1368.99,2,1,4,At Risk
59863.0,1479,1,2817.81,2,1,5,At Risk
91273.0,1506,1,2591.8,2,1,5,At Risk
84294.0,1510,1,2617.47,2,1,5,At Risk
52163.0,1528,1,2851.74,2,1,5,At Risk
28076.0,1562,1,1997.11,2,1,5,At Risk
56987.0,1578,1,2735.49,2,1,5,At Risk
43794.0,1587,1,3038.01,2,1,5,At Risk
74014.0,1593,1,2532.08,2,1,5,At Risk
19653.0,1595,1,1770.87,2,1,5,At Risk
32063.0,1643,1,1924.27,2,1,5,At Risk
81130.0,1681,1,1822.46,2,1,5,At Risk
52502.0,1692,1,3183.79,2,1,5,At Risk
86172.0,1712,1,1924.65,2,1,5,At Risk
92133.0,1721,1,1844.05,2,1,5,At Risk
30443.0,1744,1,2937.0,2,1,5,At Risk
40977.0,1797,1,2100.96,2,1,5,At Risk
21394.0,1806,1,2193.49,2,1,5,At Risk
38559.0,1815,1,2359.2,2,1,5,At Risk
59526.0,1831,1,1816.54,2,1,5,At Risk
63340.0,1846,1,1810.73,2,1,5,At Risk
38687.0,1884,1,2510.8,2,1,5,At Risk
29527.0,1902,1,2526.9,2,1,5,At Risk
59618.0,1971,1,1962.29,2,1,5,At Risk
10434.0,2004,1,3302.66,2,1,5,At Risk
36171.0,2016,1,1952.27,2,1,5,At Risk
92070.0,1484,1,276.44,2,1,2,Others
16508.0,1484,1,233.64,2,1,2,Others
49528.0,1520,1,144.91,2,1,2,Others
31991.0,1532,1,295.66,2,1,2,Others
57840.0,1576,1,85.61,2,1,2,Others
39926.0,1603,1,331.24,2,1,2,Others
90893.0,1607,1,245.13,2,1,2,Others
42479.0,1613,1,27.4,2,1,2,Others
71168.0,1624,1,16.6,2,1,2,Others
10733.0,1652,1,42.83,2,1,2,Others
41587.0,1664,1,314.8,2,1,2,Others
69808.0,1688,1,69.08,2,1,2,Others
75200.0,1692,1,70.9,2,1,2,Others
52736.0,1710,1,44.35,2,1,2,Others
74947.0,1718,1,66.66,2,1,2,Others
21876.0,1725,1,157.81,2,1,2,Others
15596.0,1736,1,222.72,2,1,2,Others
50871.0,1737,1,183.12,2,1,2,Others
16670.0,1753,1,194.5,2,1,2,Others
12094.0,1756,1,152.28,2,1,2,Others
29018.0,1761,1,108.22,2,1,2,Others
90294.0,1766,1,270.87,2,1,2,Others
91826.0,1777,1,141.35,2,1,2,Others
25495.0,1861,1,120.06,2,1,2,Others
50423.0,1866,1,158.96,2,1,2,Others
62642.0,1873,1,325.46,2,1,2,Others
77491.0,1881,1,124.56,2,1,2,Others
30492.0,1896,1,197.09,2,1,2,Others
22000.0,1900,1,311.41,2,1,2,Others
46998.0,1928,1,88.22,2,1,2,Others
43263.0,1940,1,309.1,2,1,2,Others
14471.0,1947,1,261.58,2,1,2,Others
77088.0,1953,1,334.8,2,1,2,Others
72846.0,1967,1,263.2,2,1,2,Others
28315.0,1988,1,30.49,2,1,2,Others
24277.0,1999,1,109.6,2,1,2,Others
30210.0,2011,1,158.9,2,1,2,Others
82136.0,2040,1,22.06,2,1,2,Others
25886.0,2050,1,18.11,2,1,2,Others
46093.0,1499,1,373.0,2,1,3,At Risk
61019.0,1542,1,802.77,2,1,3,At Risk
45998.0,1550,1,433.14,2,1,3,At Risk
82469.0,1554,1,626.18,2,1,3,At Risk
41014.0,1575,1,679.11,2,1,3,At Risk
82970.0,1580,1,618.14,2,1,3,At Risk
65412.0,1584,1,660.74,2,1,3,At Risk
89860.0,1588,1,735.0,2,1,3,At Risk
60002.0,1591,1,731.14,2,1,3,At Risk
34440.0,1594,1,843.76,2,1,3,At Risk
10909.0,1595,1,511.63,2,1,3,At Risk
88789.0,1598,1,723.23,2,1,3,At Risk
46173.0,1606,1,701.16,2,1,3,At Risk
40021.0,1623,1,492.31,2,1,3,At Risk
85126.0,1634,1,369.48,2,1,3,At Risk
13819.0,1641,1,610.33,2,1,3,At Risk
67692.0,1655,1,648.88,2,1,3,At Risk
99883.0,1659,1,659.58,2,1,3,At Risk
74669.0,1663,1,633.47,2,1,3,At Risk
57679.0,1680,1,801.09,2,1,3,At Risk
70236.0,1690,1,510.75,2,1,3,At Risk
14063.0,1691,1,564.15,2,1,3,At Risk
61114.0,1713,1,798.86,2,1,3,At Risk
61756.0,1723,1,770.46,2,1,3,At Risk
57265.0,1734,1,870.81,2,1,3,At Risk
83706.0,1735,1,777.91,2,1,3,At Risk
88756.0,1737,1,557.84,2,1,3,At Risk
41117.0,1743,1,790.23,2,1,3,At Risk
81784.0,1743,1,419.02,2,1,3,At Risk
72097.0,1754,1,394.77,2,1,3,At Risk
74284.0,1757,1,883.14,2,1,3,At Risk
56435.0,1758,1,414.53,2,1,3,At Risk
11255.0,1762,1,626.28,2,1,3,At Risk
93534.0,1805,1,553.04,2,1,3,At Risk
90029.0,1826,1,603.19,2,1,3,At Risk
37164.0,1829,1,381.8,2,1,3,At Risk
82041.0,1834,1,368.78,2,1,3,At Risk
10003.0,1842,1,365.74,2,1,3,At Risk
66963.0,1849,1,557.36,2,1,3,At Risk
36160.0,1888,1,848.85,2,1,3,At Risk
11925.0,1890,1,571.69,2,1,3,At Risk
23610.0,1928,1,675.21,2,1,3,At Risk
32357.0,1953,1,589.89,2,1,3,At Risk
21496.0,1956,1,563.04,2,1,3,At Risk
99841.0,1969,1,849.9,2,1,3,At Risk
54099.0,1995,1,674.32,2,1,3,At Risk
12536.0,1997,1,778.76,2,1,3,At Risk
44640.0,2007,1,718.43,2,1,3,At Risk
98253.0,2034,1,824.69,2,1,3,At Risk
49539.0,2053,1,888.59,2,1,3,At Risk
35788.0,2068,1,664.68,2,1,3,At Risk
72719.0,1470,1,908.33,2,1,4,At Risk
82595.0,1473,1,1552.22,2,1,4,At Risk
42956.0,1474,1,1729.74,2,1,4,At Risk
51867.0,1511,1,1421.47,2,1,4,At Risk
10251.0,1524,1,1585.03,2,1,4,At Risk
71537.0,1525,1,1328.72,2,1,4,At Risk
18738.0,1532,1,1488.64,2,1,4,At Risk
18359.0,1534,1,1013.41,2,1,4,At Risk
96261.0,1538,1,1362.49,2,1,4,At Risk
56934.0,1542,1,1437.23,2,1,4,At Risk
71268.0,1575,1,1496.26,2,1,4,At Risk
65979.0,1577,1,1470.17,2,1,4,At Risk
67143.0,1586,1,914.81,2,1,4,At Risk
97318.0,1592,1,1163.58,2,1,4,At Risk
28247.0,1612,1,1004.2,2,1,4,At Risk
43348.0,1642,1,1496.31,2,1,4,At Risk
44303.0,1662,1,1543.57,2,1,4,At Risk
35237.0,1705,1,1701.83,2,1,4,At Risk
19553.0,1765,1,1578.53,2,1,4,At Risk
18356.0,1813,1,1425.41,2,1,4,At Risk
16301.0,1823,1,1483.42,2,1,4,At Risk
83361.0,1835,1,1450.15,2,1,4,At Risk
98167.0,1842,1,1001.64,2,1,4,At Risk
36755.0,1858,1,1320.65,2,1,4,At Risk
91649.0,1868,1,1647.95,2,1,4,At Risk
31670.0,1890,1,1280.69,2,1,4,At Risk
97006.0,1891,1,1481.13,2,1,4,At Risk
75033.0,1914,1,1256.6,2,1,4,At Risk
64386.0,1932,1,1766.69,2,1,4,At Risk
10362.0,1962,1,1510.88,2,1,4,At Risk
35315.0,1964,1,1750.73,2,1,4,At Risk
78597.0,1968,1,1582.81,2,1,4,At Risk
69017.0,1991,1,1273.95,2,1,4,At Risk
48592.0,1995,1,1205.75,2,1,4,At Risk
30864.0,1997,1,1569.02,2,1,4,At Risk
10281.0,2004,1,1179.74,2,1,4,At Risk
19747.0,2006,1,1477.64,2,1,4,At Risk
83270.0,1479,1,2052.38,2,1,5,At Risk
75385.0,1492,1,1858.03,2,1,5,At Risk
93773.0,1505,1,3538.69,2,1,5,At Risk
75550.0,1514,1,4129.8,2,1,5,At Risk
80878.0,1537,1,2078.06,2,1,5,At Risk
26764.0,1549,1,1917.41,2,1,5,At Risk
15673.0,1554,1,2583.95,2,1,5,At Risk
88665.0,1557,1,2417.42,2,1,5,At Risk
64417.0,1595,1,1770.72,2,1,5,At Risk
54189.0,1635,1,2640.85,2,1,5,At Risk
66732.0,1638,1,2602.11,2,1,5,At Risk
60703.0,1696,1,2026.82,2,1,5,At Risk
14577.0,1727,1,1983.89,2,1,5,At Risk
51011.0,1741,1,1858.14,2,1,5,At Risk
65863.0,1755,1,2080.91,2,1,5,At Risk
96666.0,1785,1,2926.8,2,1,5,At Risk
39121.0,1788,1,2563.57,2,1,5,At Risk
39818.0,1801,1,2566.54,2,1,5,At Risk
79997.0,1818,1,2300.42,2,1,5,At Risk
27108.0,1823,1,2110.0,2,1,5,At Risk
41814.0,1833,1,1897.4,2,1,5,At Risk
48043.0,1833,1,3055.48,2,1,5,At Risk
55374.0,1897,1,3447.65,2,1,5,At Risk
74034.0,1962,1,3317.37,2,1,5,At Risk
57614.0,1974,1,2921.32,2,1,5,At Risk
74731.0,1980,1,2813.36,2,1,5,At Risk
85898.0,1986,1,1801.11,2,1,5,At Risk
44511.0,1993,1,2067.52,2,1,5,At Risk
54323.0,2012,1,1910.56,2,1,5,At Risk
80409.0,2040,1,2355.64,2,1,5,At Risk
78376.0,2069,1,2060.39,2,1,5,At Risk
13530.0,1470,1,66.22,2,1,2,Others
55441.0,1472,1,76.33,2,1,2,Others
98708.0,1479,1,235.65,2,1,2,Others
87119.0,1481,1,117.88,2,1,2,Others
42470.0,1483,1,128.92,2,1,2,Others
86181.0,1499,1,187.73,2,1,2,Others
35392.0,1508,1,323.52,2,1,2,Others
91976.0,1522,1,57.31,2,1,2,Others
20960.0,1548,1,150.51,2,1,2,Others
91417.0,1551,1,35.16,2,1,2,Others
63711.0,1551,1,177.42,2,1,2,Others
31840.0,1559,1,213.93,2,1,2,Others
23257.0,1572,1,18.2,2,1,2,Others
98202.0,1582,1,266.77,2,1,2,Others
13782.0,1586,1,157.19,2,1,2,Others
14637.0,1598,1,34.88,2,1,2,Others
20918.0,1608,1,49.77,2,1,2,Others
88896.0,1616,1,92.55,2,1,2,Others
76506.0,1623,1,15.75,2,1,2,Others
35513.0,1631,1,58.77,2,1,2,Others
29837.0,1642,1,57.77,2,1,2,Others
72475.0,1651,1,162.06,2,1,2,Others
17913.0,1681,1,147.51,2,1,2,Others
35789.0,1713,1,62.37,2,1,2,Others
84366.0,1736,1,138.43,2,1,2,Others
83209.0,1736,1,247.41,2,1,2,Others
19606.0,1741,1,50.87,2,1,2,Others
67785.0,1762,1,87.82,2,1,2,Others
50205.0,1780,1,204.34,2,1,2,Others
30535.0,1784,1,66.73,2,1,2,Others
96847.0,1786,1,249.45,2,1,2,Others
87536.0,1788,1,270.13,2,1,2,Others
28807.0,1789,1,176.6,2,1,2,Others
75017.0,1804,1,267.69,2,1,2,Others
86391.0,1805,1,115.74,2,1,2,Others
47139.0,1819,1,270.68,2,1,2,Others
32711.0,1821,1,95.03,2,1,2,Others
67255.0,1824,1,149.07,2,1,2,Others
25385.0,1841,1,159.01,2,1,2,Others
73404.0,1842,1,189.06,2,1,2,Others
51780.0,1876,1,193.12,2,1,2,Others
56639.0,1892,1,12.63,2,1,2,Others
83094.0,1904,1,291.13,2,1,2,Others
60174.0,1912,1,129.17,2,1,2,Others
82989.0,1912,1,275.1,2,1,2,Others
59558.0,1918,1,153.05,2,1,2,Others
20244.0,1931,1,53.68,2,1,2,Others
49419.0,1931,1,43.13,2,1,2,Others
52427.0,1942,1,20.75,2,1,2,Others
43827.0,1986,1,149.6,2,1,2,Others
92134.0,1996,1,102.82,2,1,2,Others
45451.0,2010,1,339.13,2,1,2,Others
84992.0,2015,1,228.46,2,1,2,Others
79062.0,2019,1,215.27,2,1,2,Others
50629.0,2040,1,106.85,2,1,2,Others
99963.0,2046,1,289.62,2,1,2,Others
36630.0,2047,1,156.86,2,1,2,Others
48867.0,2061,1,188.92,2,1,2,Others
87621.0,1470,1,835.38,2,1,3,At Risk
19399.0,1471,1,660.94,2,1,3,At Risk
59085.0,1503,1,395.78,2,1,3,At Risk
11748.0,1523,1,652.11,2,1,3,At Risk
19401.0,1527,1,400.59,2,1,3,At Risk
97994.0,1550,1,574.65,2,1,3,At Risk
96564.0,1569,1,535.56,2,1,3,At Risk
62837.0,1580,1,631.09,2,1,3,At Risk
56459.0,1583,1,382.91,2,1,3,At Risk
49675.0,1583,1,593.74,2,1,3,At Risk
81742.0,1609,1,396.2,2,1,3,At Risk
30833.0,1621,1,744.0,2,1,3,At Risk
27098.0,1631,1,646.22,2,1,3,At Risk
81574.0,1642,1,777.72,2,1,3,At Risk
61975.0,1670,1,447.89,2,1,3,At Risk
27182.0,1678,1,788.95,2,1,3,At Risk
87459.0,1690,1,358.52,2,1,3,At Risk
96410.0,1707,1,455.07,2,1,3,At Risk
55015.0,1711,1,852.01,2,1,3,At Risk
29395.0,1730,1,511.53,2,1,3,At Risk
89261.0,1750,1,421.09,2,1,3,At Risk
40312.0,1794,1,398.21,2,1,3,At Risk
11747.0,1810,1,363.37,2,1,3,At Risk
74150.0,1819,1,826.18,2,1,3,At Risk
30488.0,1820,1,570.33,2,1,3,At Risk
24899.0,1820,1,357.22,2,1,3,At Risk
58223.0,1820,1,806.8,2,1,3,At Risk
16719.0,1824,1,827.67,2,1,3,At Risk
21549.0,1834,1,861.46,2,1,3,At Risk
40132.0,1836,1,787.69,2,1,3,At Risk
64330.0,1847,1,538.97,2,1,3,At Risk
83783.0,1862,1,757.44,2,1,3,At Risk
23908.0,1867,1,473.18,2,1,3,At Risk
99728.0,1878,1,699.34,2,1,3,At Risk
27192.0,1878,1,712.95,2,1,3,At Risk
69541.0,1888,1,869.54,2,1,3,At Risk
32323.0,1940,1,667.67,2,1,3,At Risk
80408.0,1947,1,439.02,2,1,3,At Risk
18445.0,1953,1,388.19,2,1,3,At Risk
17528.0,1953,1,445.88,2,1,3,At Risk
74304.0,1998,1,389.39,2,1,3,At Risk
55666.0,2026,1,678.43,2,1,3,At Risk
65929.0,2037,1,684.76,2,1,3,At Risk
49017.0,2038,1,535.92,2,1,3,At Risk
35658.0,2040,1,486.28,2,1,3,At Risk
34903.0,1479,1,1086.62,2,1,4,At Risk
51075.0,1503,1,1612.32,2,1,4,At Risk
47900.0,1513,1,979.82,2,1,4,At Risk
73864.0,1635,1,1246.35,2,1,4,At Risk
25963.0,1651,1,973.9,2,1,4,At Risk
22101.0,1655,1,1767.78,2,1,4,At Risk
59897.0,1680,1,934.66,2,1,4,At Risk
17768.0,1726,1,998.5,2,1,4,At Risk
35277.0,1729,1,1235.98,2,1,4,At Risk
92626.0,1752,1,1321.94,2,1,4,At Risk
77576.0,1758,1,1549.73,2,1,4,At Risk
13289.0,1759,1,1689.48,2,1,4,At Risk
27194.0,1760,1,918.91,2,1,4,At Risk
89478.0,1766,1,1200.23,2,1,4,At Risk
54357.0,1787,1,1317.21,2,1,4,At Risk
45708.0,1799,1,1655.14,2,1,4,At Risk
76546.0,1799,1,1579.97,2,1,4,At Risk
19899.0,1800,1,1279.18,2,1,4,At Risk
42709.0,1817,1,1062.65,2,1,4,At Risk
11376.0,1822,1,894.62,2,1,4,At Risk
61102.0,1827,1,1190.7,2,1,4,At Risk
24797.0,1830,1,955.6,2,1,4,At Risk
66962.0,1832,1,1446.19,2,1,4,At Risk
55120.0,1854,1,1577.64,2,1,4,At Risk
76155.0,1903,1,1767.15,2,1,4,At Risk
16608.0,1910,1,1733.3,2,1,4,At Risk
87077.0,1925,1,1432.7,2,1,4,At Risk
74067.0,1978,1,1676.6,2,1,4,At Risk
90044.0,1980,1,927.32,2,1,4,At Risk
62945.0,1982,1,1258.18,2,1,4,At Risk
44582.0,1993,1,1314.77,2,1,4,At Risk
81865.0,2002,1,1190.01,2,1,4,At Risk
86121.0,2003,1,982.71,2,1,4,At Risk
37117.0,2006,1,1088.96,2,1,4,At Risk
21078.0,2018,1,1473.54,2,1,4,At Risk
30274.0,2019,1,1029.0,2,1,4,At Risk
87825.0,2028,1,901.8,2,1,4,At Risk
30253.0,2028,1,931.5,2,1,4,At Risk
42432.0,1459,1,2326.13,2,1,5,At Risk
63290.0,1464,1,2611.44,2,1,5,At Risk
42442.0,1515,1,2880.61,2,1,5,At Risk
27549.0,1523,1,2112.34,2,1,5,At Risk
19641.0,1548,1,3563.11,2,1,5,At Risk
76830.0,1611,1,3028.54,2,1,5,At Risk
65473.0,1612,1,2741.1,2,1,5,At Risk
43105.0,1641,1,2261.23,2,1,5,At Risk
46812.0,1649,1,3764.21,2,1,5,At Risk
41556.0,1659,1,2042.2,2,1,5,At Risk
80669.0,1683,1,2866.45,2,1,5,At Risk
44575.0,1706,1,3362.13,2,1,5,At Risk
64128.0,1713,1,2012.87,2,1,5,At Risk
15913.0,1719,1,3356.45,2,1,5,At Risk
29234.0,1797,1,2272.08,2,1,5,At Risk
51781.0,1803,1,2470.79,2,1,5,At Risk
81549.0,1825,1,2654.22,2,1,5,At Risk
49471.0,1850,1,2884.53,2,1,5,At Risk
92395.0,1851,1,1985.58,2,1,5,At Risk
12721.0,1896,1,2950.41,2,1,5,At Risk
11377.0,1946,1,2410.5,2,1,5,At Risk
38132.0,1948,1,1777.27,2,1,5,At Risk
64372.0,1950,1,2108.89,2,1,5,At Risk
71676.0,1967,1,2665.58,2,1,5,At Risk
15769.0,1969,1,2823.31,2,1,5,At Risk
90248.0,1969,1,2205.01,2,1,5,At Risk
27310.0,2009,1,2419.8,2,1,5,At Risk
59477.0,2063,1,2945.4,2,1,5,At Risk
41348.0,1461,1,117.29,2,1,2,Others
92183.0,1473,1,106.87,2,1,2,Others
47536.0,1477,1,4.42,2,1,2,Others
16574.0,1490,1,276.02,2,1,2,Others
63093.0,1502,1,244.53,2,1,2,Others
93834.0,1513,1,15.59,2,1,2,Others
40394.0,1513,1,55.94,2,1,2,Others
90640.0,1519,1,259.52,2,1,2,Others
73708.0,1519,1,42.92,2,1,2,Others
88525.0,1531,1,54.74,2,1,2,Others
83635.0,1604,1,108.14,2,1,2,Others
72407.0,1606,1,97.8,2,1,2,Others
18301.0,1615,1,80.24,2,1,2,Others
10684.0,1622,1,61.55,2,1,2,Others
81244.0,1634,1,194.0,2,1,2,Others
51231.0,1652,1,57.76,2,1,2,Others
29793.0,1672,1,42.38,2,1,2,Others
50832.0,1702,1,247.21,2,1,2,Others
26341.0,1707,1,87.08,2,1,2,Others
79090.0,1730,1,225.8,2,1,2,Others
25338.0,1732,1,178.0,2,1,2,Others
18739.0,1734,1,164.86,2,1,2,Others
99542.0,1741,1,256.01,2,1,2,Others
75671.0,1756,1,36.79,2,1,2,Others
18329.0,1774,1,12.95,2,1,2,Others
46497.0,1781,1,110.51,2,1,2,Others
34659.0,1788,1,32.98,2,1,2,Others
83451.0,1809,1,327.26,2,1,2,Others
25132.0,1818,1,336.11,2,1,2,Others
68754.0,1822,1,102.64,2,1,2,Others
90326.0,1867,1,237.76,2,1,2,Others
76234.0,1872,1,92.84,2,1,2,Others
21937.0,1894,1,127.57,2,1,2,Others
12989.0,1908,1,145.23,2,1,2,Others
10841.0,1913,1,6.1,2,1,2,Others
85533.0,1914,1,232.11,2,1,2,Others
99233.0,1917,1,137.07,2,1,2,Others
67867.0,1948,1,116.98,2,1,2,Others
79740.0,1960,1,79.95,2,1,2,Others
11127.0,1982,1,248.74,2,1,2,Others
46461.0,2011,1,136.83,2,1,2,Others
18831.0,2026,1,294.03,2,1,2,Others
34854.0,2039,1,139.67,2,1,2,Others
29121.0,2045,1,89.63,2,1,2,Others
62976.0,2050,1,276.57,2,1,2,Others
37566.0,2060,1,215.13,2,1,2,Others
96452.0,2071,1,333.84,2,1,2,Others
55532.0,1458,1,768.75,2,1,3,At Risk
75828.0,1482,1,408.83,2,1,3,At Risk
18108.0,1494,1,850.17,2,1,3,At Risk
75034.0,1538,1,757.06,2,1,3,At Risk
91633.0,1561,1,672.73,2,1,3,At Risk
32953.0,1580,1,838.66,2,1,3,At Risk
16835.0,1581,1,446.35,2,1,3,At Risk
45913.0,1605,1,370.51,2,1,3,At Risk
83991.0,1627,1,383.77,2,1,3,At Risk
24125.0,1629,1,404.93,2,1,3,At Risk
25144.0,1651,1,861.66,2,1,3,At Risk
95175.0,1663,1,815.87,2,1,3,At Risk
91301.0,1691,1,700.74,2,1,3,At Risk
35913.0,1711,1,588.35,2,1,3,At Risk
56499.0,1738,1,778.3,2,1,3,At Risk
44239.0,1760,1,482.53,2,1,3,At Risk
93836.0,1763,1,363.89,2,1,3,At Risk
30093.0,1773,1,714.85,2,1,3,At Risk
31052.0,1776,1,466.15,2,1,3,At Risk
14031.0,1783,1,510.18,2,1,3,At Risk
33632.0,1810,1,760.1,2,1,3,At Risk
55976.0,1819,1,836.38,2,1,3,At Risk
58962.0,1846,1,382.26,2,1,3,At Risk
63094.0,1848,1,483.17,2,1,3,At Risk
66745.0,1860,1,814.32,2,1,3,At Risk
54396.0,1886,1,551.01,2,1,3,At Risk
57473.0,1922,1,772.83,2,1,3,At Risk
42135.0,1959,1,812.14,2,1,3,At Risk
51192.0,1975,1,786.41,2,1,3,At Risk
53187.0,1983,1,748.35,2,1,3,At Risk
71189.0,2011,1,843.64,2,1,3,At Risk
11513.0,2017,1,611.25,2,1,3,At Risk
28242.0,2019,1,532.41,2,1,3,At Risk
36553.0,2025,1,411.68,2,1,3,At Risk
99062.0,2028,1,358.19,2,1,3,At Risk
91522.0,2045,1,648.67,2,1,3,At Risk
80885.0,1478,1,940.67,2,1,4,At Risk
52710.0,1515,1,1069.46,2,1,4,At Risk
39961.0,1527,1,1016.85,2,1,4,At Risk
60548.0,1552,1,1069.2,2,1,4,At Risk
68083.0,1558,1,976.72,2,1,4,At Risk
13515.0,1588,1,1544.44,2,1,4,At Risk
38782.0,1589,1,1290.96,2,1,4,At Risk
21169.0,1620,1,1402.73,2,1,4,At Risk
20534.0,1626,1,1340.73,2,1,4,At Risk
63888.0,1632,1,1408.85,2,1,4,At Risk
11083.0,1641,1,1246.59,2,1,4,At Risk
91442.0,1644,1,1407.78,2,1,4,At Risk
89574.0,1650,1,926.86,2,1,4,At Risk
80332.0,1668,1,1732.31,2,1,4,At Risk
56262.0,1668,1,1149.09,2,1,4,At Risk
24753.0,1685,1,1305.95,2,1,4,At Risk
92681.0,1734,1,1759.95,2,1,4,At Risk
20588.0,1742,1,1300.52,2,1,4,At Risk
93601.0,1790,1,1047.7,2,1,4,At Risk
19617.0,1819,1,1544.76,2,1,4,At Risk
98626.0,1835,1,1156.55,2,1,4,At Risk
92334.0,1847,1,1716.49,2,1,4,At Risk
99787.0,1881,1,1208.86,2,1,4,At Risk
86165.0,1918,1,1587.45,2,1,4,At Risk
52579.0,1927,1,1080.48,2,1,4,At Risk
66702.0,1972,1,1135.26,2,1,4,At Risk
59003.0,1973,1,1233.62,2,1,4,At Risk
